기관,사업체명,기관소재지,직무요약,사업유형,계획인원,참여인원,모집기간,근무지역(상세),직무내용,모집인원(상세),주근무시간,월근무시간,임금액,구인담당자,연락처
대한노인회 강원 양구군지회,대한노인회 강원 양구군지회,강원도/양구군,공공주차관리,노인공익활동사업,74,53,2024-12-03 ~ 2025-11-28,,"1.활동시간 : 주 3~4회 / 월 30~35시간 활동2.활 동 비  : 월 392,000원(간식비 포함)3.신청자격 : 만 65세 이상 기초연금 수급자, 직역연금 수급자4.신청제외자 :   - 국민기초생활보장법에 의한 생계급여수급자 신청 불가.     (의료급여, 교육급여, 주거급여 수급자는 참여가능)   - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자   - 국민건강보험 직장가입자   - 장기요양보험 등급판정자(1~5등급)5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류    : 주민등록등본 1부, 통장사본 1부.7.신청장소    : 오프라인(노인회 033-481-2187)",74,10일/3시간,30,"290,000",황준석,033-481-2187
대한노인회 강원 양구군지회,대한노인회 강원 양구군지회,강원도/양구군,공공주차관리,노인공익활동사업,74,53,2024-12-03 ~ 2025-11-28,,"1.활동시간 : 주 3~4회 / 월 30~35시간 활동2.활 동 비  : 월 392,000원(간식비 포함)3.신청자격 : 만 65세 이상 기초연금 수급자, 직역연금 수급자4.신청제외자 :   - 국민기초생활보장법에 의한 생계급여수급자 신청 불가.     (의료급여, 교육급여, 주거급여 수급자는 참여가능)   - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자   - 국민건강보험 직장가입자   - 장기요양보험 등급판정자(1~5등급)5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류    : 주민등록등본 1부, 통장사본 1부.7.신청장소    : 오프라인(노인회 033-481-2187)",74,10일/3시간,30,"290,000",황준석,033-481-2187
따뜻한손사회적협동조합,늘동행요양원,강원도/원주시,노인 일자리 및 사회활동 현장실습 훈련 지원 사업 참여 및 60세 이상 고용을 통한 일자리 창출로 고용 확대 - 직원채용 공고 및 면접 - 채용기간 : 2025.08.01. ~ 채용시 까지,현장실습 훈련 지원,2,0,2025-08-01 ~ 2025-08-31,원주시,"1.사업명: 시니어인턴십 사업2.사업목적: 노인요양시설 운영 및 의료, 요양, 돌봄서비스 등 제공 3.사업내용: 노인 일자리 및 사회활동 현장실습 훈련 지원 사업 참여 및 60세 이상 고용을 통한 일자리 창출로 고용 확대 4.부서배치 및 참여인원: 2명5.모집직종: 조리원6.근무지역: 원주시7.운영계획: - 직원채용 공고 및 면접 등록일 ㅣ 2025-08-05 정부지원일자리",2,일/시간,,0,박미숙,010-5505-5448
따뜻한손사회적협동조합,행복한동행요양원,강원도/춘천시,노인 일자리 및 사회활동 현장실습 훈련 지원 사업 참여 및 60세 이상 고용을 통한 일자리 창출로 고용 확대 - 직원채용 공고 및 면접 - 채용기간 : 2025.07.01. ~ 채용시 까지,현장실습 훈련 지원,3,0,2025-07-01 ~ 2025-08-31,춘천시,"1.사업명: 시니어인턴십 사업2.사업목적: 노인요양시설 운영 및 의료, 요양, 돌봄서비스 등 제공 3.사업내용: 노인 일자리 및 사회활동 현장실습 훈련 지원 사업 참여 및 60세 이상 고용을 통한 일자리 창출로 고용 확대 4.부서배치 및 참여인원: 3명5.모집직종: 사회복지사, 조리원, 간호사(조무사) 등6.근무지역",3,일/시간,,0,황명화,010-5188-8791
따뜻한손사회적협동조합,감동보금자리요양원,경기도/양주시,노인성 질환으로 시설의 보호가 필요한 장기요양보험 대상자의 입소 보호 인력채용 및 유지,현장실습 훈련 지원,2,0,2025-06-23 ~ 2025-09-30,경기도 양주시,"1.사업명: 시니어인턴십 사업2.사업목적: 노인요양보험 대상자의 입소보호3.사업내용: 노인 일자리 및 사회활동 현장실습 훈련 지원 사업 참여 및 60세 이상                고용을 통한 일자리 창출로 고용 확대4.부서배치 및 참여인원:  간호팀 복지팀 2명5.모집직종:간호자(간호조무사),사회복지사6.근무지역: 경기도 양주시7.운영계획: - 직원채용 공고 및 면접                  - 채용기간 : 2025.06.23. ~ 채용시 까지8.직무교육:- 오리엔테이션(1시간): 직장 내 근무수칙, 직원소개 및 시설소개- 직무교육(1시간): 소양 및 직무교육 실시<",2,일/시간,,0,김유기,031-836-7783
따뜻한손사회적협동조합,늘동행요양원,강원도/원주시,노인 일자리 및 사회활동 현장실습 훈련 지원 사업 참여 및 60세 이상 고용을 통한 일자리 창출로 고용 확대 - 직원채용 공고 및 면접 - 채용기간 : 2025.08.01. ~ 채용시 까지,현장실습 훈련 지원,2,0,2025-08-01 ~ 2025-08-31,원주시,"1.사업명: 시니어인턴십 사업2.사업목적: 노인요양시설 운영 및 의료, 요양, 돌봄서비스 등 제공 3.사업내용: 노인 일자리 및 사회활동 현장실습 훈련 지원 사업 참여 및 60세 이상 고용을 통한 일자리 창출로 고용 확대 4.부서배치 및 참여인원: 2명5.모집직종: 조리원6.근무지역: 원주시7.운영계획: - 직원채용 공고 및 면접 등록일 ㅣ 2025-08-05 정부지원일자리",2,일/시간,,0,박미숙,010-5505-5448
홍천시니어클럽,홍천시니어클럽,강원도/홍천군,힐링꽃단지사업단,노인공익활동사업,120,115,2024-12-02 ~ 2025-11-28,,"공익형사업1.활동시간 : 주 10회(일3시간) / 월 30시간 활동2.활 동 비 : 월 29만원 / 시급(9667)3.신청자격 : 65세 이상 기초연금수급자, 직역연금수급자(배우자포함)4.신청제외자 : - 국민기초생활보장법에 의한 생계급여·의료급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 농협 통장사본 1부. 건강보험자격득실 확인서 1부, 관련자격증 사본(또는 관련 이력서)7.신청장소 : 오프라인(관내주민센터, 읍면 행정복지센터), 온라인(복지로온라인신청-http://online.bokjiro.go.kr)8.기타사항 :",120,10일/3시간,30,"290,000",황주환,010-8145-7362
홍천시니어클럽,홍천시니어클럽,강원도/홍천군,공공시설 도우미,노인공익활동사업,150,138,2025-01-01 ~ 2025-12-31,,"공익형사업1.활동시간 : 주 3회(일3시간) / 월30시간 활동2.활 동 비 : 월 29만원 / 3.신청자격 : 65세 이상 기초연금수급자, 유아 대상 강의가능자(자격증 소지자, 경력자)4.신청제외자 : - 국민기초생활보장법에 의한 생계급여·의료급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 통장사본7.신청장소 : 오프라인(홍천시니어클럽), 온라인(복지로온라인신청-http://online.bokjiro.go.kr)8.기타사항 : 033-432-8801",150,10일/3시간,30,"290,000",이은희,033-432-8801
주식회사 명은커리어,요술램프유치원,경기도/화성시,"시니어인턴(3개월) 채용 후 계속고용 예정 - 주요직무 : 교사보조, 운전원 시니어인턴(3개월) 채용 후 계속고용 예정",현장실습 훈련 지원,5,0,2025-05-19 ~ 2028-06-18,경기도 화성시 동탄순환대로 12길 85,"- 채용직종 : 교사보조, 운전원- 근무장소 : 경기도 화성시 동탄순환대로 12길 85- 근무시간 : 09:00~18:00- 모집인원 : 5명- 모집기간 : 2025.05.19~2025.06.18- 문 의 처 : (주)명은커리어 시니어인턴십 담당자",5,일/시간,,0,명은커리어,031-928-7335
주식회사 명은커리어,동탄2 튼튼한방병원,경기도/화성시,"시니어인턴(3개월) 채용 후 계속고용 예정 - 주요직무 : 간호조무사, 조리원, 조리사 시니어인턴(3개월) 채용 후 계속고용 예정",현장실습 훈련 지원,5,0,2025-06-16 ~ 2025-12-31,"경기도 화성시 동탄순환대로 704 (영천동), 성산에이타워 5-7층","- 채용직종 : 간호조무사, 조리원, 조리사- 근무장소 : 경기도 화성시 동탄순환대로 704 (영천동), 성산에이타워 5-7층- 근무시간 : 06:00~15:00, 10:30~19:30, 06:00~19:00 스케줄 근무- 모집인원 : 5명- 모집기간 : 2025.06.16~2025.06.20- 문 의 처 : (주)명은커리어 시니어인턴십 담당자",5,일/시간,,0,명은커리어,031-928-7335
주식회사 명은커리어,주식회사 우정프레시원,경기도/화성시,"시니어인턴(3개월) 채용 후 계속고용 예정 - 주요직무 : 조리사, 조리 보조원 시니어인턴(3개월) 채용 후 계속고용 예정",현장실습 훈련 지원,5,0,2025-08-06 ~ 2025-08-10,경기도 화성시 봉담읍 효행로 250,"- 채용직종 : 조리사, 조리 보조원- 근무장소 : 경기도 화성시 봉담읍 효행로 250- 근무시간 : 09:00~15:00- 모집인원 : 5명- 모집기간 : 2025.08.06~2025.08.10- 문 의 처 : (주)명은커리어 시니어인턴십 담당자",5,일/시간,,0,명은커리어,031-928-7335
주식회사 명은커리어,주식회사 예스맨파워,서울특별시/영등포구,시니어인턴(3개월) 채용 후 계속고용 예정 - 주요직무 :수행기사 시니어인턴(3개월) 채용 후 계속고용 예정,현장실습 훈련 지원,5,0,2025-08-01 ~ 2025-08-08,"서울특별시 영등포구 국제금융로 70 (여의도동), 701호","- 채용직종 : 수행기사- 근무장소 : 서울특별시 영등포구 국제금융로 70 (여의도동), 701호- 근무시간 : 09:00~18:00- 모집인원 : 5명- 모집기간 : 2025.08.01~2025.08.08- 문 의 처 : (주)명은커리어 시니어인턴십 담당자",5,일/시간,,0,명은커리어,031-928-7335
주식회사 명은커리어,주식회사 중앙비엠에스,인천광역시/연수구,"시니어인턴(3개월) 채용 후 계속고용 예정 - 주요직무 : 관리소장, 시설기사 시니어인턴(3개월) 채용 후 계속고용 예정",현장실습 훈련 지원,10,0,2025-08-06 ~ 2025-08-10,인천광역시 연수구 인천타워대로 323 (송도동),"- 채용직종 : 관리소장, 시설기사- 근무장소 : 인천광역시 연수구 인천타워대로 323 (송도동)- 근무시간 : 09:00~18:00- 모집인원 : 10명- 모집기간 : 2025.08.06~2025.08.10- 문 의 처 : (주)명은커리어 시니어인턴십 담당자",10,일/시간,,0,명은커리어,031-928-7335
주식회사 명은커리어,주식회사 우정프레시원,경기도/화성시,"시니어인턴(3개월) 채용 후 계속고용 예정 - 주요직무 : 조리사, 조리 보조원 시니어인턴(3개월) 채용 후 계속고용 예정",현장실습 훈련 지원,5,0,2025-08-06 ~ 2025-08-10,경기도 화성시 봉담읍 효행로 250,"- 채용직종 : 조리사, 조리 보조원- 근무장소 : 경기도 화성시 봉담읍 효행로 250- 근무시간 : 09:00~15:00- 모집인원 : 5명- 모집기간 : 2025.08.06~2025.08.10- 문 의 처 : (주)명은커리어 시니어인턴십 담당자",5,일/시간,,0,명은커리어,031-928-7335
주식회사 명은커리어,동탄2 튼튼한방병원,경기도/화성시,"시니어인턴(3개월) 채용 후 계속고용 예정 - 주요직무 : 간호조무사, 조리원, 조리사 시니어인턴(3개월) 채용 후 계속고용 예정",현장실습 훈련 지원,5,0,2025-06-16 ~ 2025-12-31,"경기도 화성시 동탄순환대로 704 (영천동), 성산에이타워 5-7층","- 채용직종 : 간호조무사, 조리원, 조리사- 근무장소 : 경기도 화성시 동탄순환대로 704 (영천동), 성산에이타워 5-7층- 근무시간 : 06:00~15:00, 10:30~19:30, 06:00~19:00 스케줄 근무- 모집인원 : 5명- 모집기간 : 2025.06.16~2025.06.20- 문 의 처 : (주)명은커리어 시니어인턴십 담당자",5,일/시간,,0,명은커리어,031-928-7335
주식회사 명은커리어,요술램프유치원,경기도/화성시,"시니어인턴(3개월) 채용 후 계속고용 예정 - 주요직무 : 교사보조, 운전원 시니어인턴(3개월) 채용 후 계속고용 예정",현장실습 훈련 지원,5,0,2025-05-19 ~ 2028-06-18,경기도 화성시 동탄순환대로 12길 85,"- 채용직종 : 교사보조, 운전원- 근무장소 : 경기도 화성시 동탄순환대로 12길 85- 근무시간 : 09:00~18:00- 모집인원 : 5명- 모집기간 : 2025.05.19~2025.06.18- 문 의 처 : (주)명은커리어 시니어인턴십 담당자",5,일/시간,,0,명은커리어,031-928-7335
주식회사 명은커리어,주식회사 예스맨파워,서울특별시/영등포구,시니어인턴(3개월) 채용 후 계속고용 예정 - 주요직무 :수행기사 시니어인턴(3개월) 채용 후 계속고용 예정,현장실습 훈련 지원,5,0,2025-08-01 ~ 2025-08-08,"서울특별시 영등포구 국제금융로 70 (여의도동), 701호","- 채용직종 : 수행기사- 근무장소 : 서울특별시 영등포구 국제금융로 70 (여의도동), 701호- 근무시간 : 09:00~18:00- 모집인원 : 5명- 모집기간 : 2025.08.01~2025.08.08- 문 의 처 : (주)명은커리어 시니어인턴십 담당자",5,일/시간,,0,명은커리어,031-928-7335
주식회사 명은커리어,주식회사 중앙비엠에스,인천광역시/연수구,"시니어인턴(3개월) 채용 후 계속고용 예정 - 주요직무 : 관리소장, 시설기사 시니어인턴(3개월) 채용 후 계속고용 예정",현장실습 훈련 지원,10,0,2025-08-06 ~ 2025-08-10,인천광역시 연수구 인천타워대로 323 (송도동),"- 채용직종 : 관리소장, 시설기사- 근무장소 : 인천광역시 연수구 인천타워대로 323 (송도동)- 근무시간 : 09:00~18:00- 모집인원 : 10명- 모집기간 : 2025.08.06~2025.08.10- 문 의 처 : (주)명은커리어 시니어인턴십 담당자",10,일/시간,,0,명은커리어,031-928-7335
(주)잡모아 광명지점,상도정공,경기도/부천시,"설립년도: 년, 상시근로자수: 명 주요직무: 계속운영계획 및 고용안정성 확보 고용안정을 위해 3개월 인턴수료후 계속고용 유도",현장실습 훈련 지원,2,0,2025-08-06 ~ 2025-08-08,부천,** 시니어직원을 모집합니다. **1. 회사위치 : 부천2. 모집직종 : 금형원3. 모집인원 :  2명 60대 성실한 시니어 환영합니다.,2,일/시간,,0,강지원,032-671-2008
(주)잡모아 광명지점,진수사,경기도/성남시 분당구,"설립년도: 년, 상시근로자수: 명 주요직무: 계속운영계획 및 고용안정성 확보 고용안정을 위해 3개월 인턴수료후 계속고용 유도",현장실습 훈련 지원,2,0,2025-08-06 ~ 2025-08-08,분당,"** 시니어직원을 모집합니다. **1. 회사위치 : 분당 야탑동2. 모집직종 : 조리사, 주방보조3. 모집인원 :  2명 60대 성실한 시니어 환영합니다.",2,일/시간,,0,서주민,02-6959-9029
광주시니어클럽,광주시니어클럽,경기도/광주시,홍보판촉물,공동체사업단,11,4,2024-12-01 ~ 2025-12-31,,"공동체사업1.근무시간 : 일 4시간 / 주2-3회 / 월 60시간 미만2.시      급 : 10,030원(2025년 최저시급)3.신청자격 : 만 60세 이상 광주시 지역 내 어르신4.신청제외자 - 국민기초생활보장법에 의한 생계급여수급자   (의료급여, 주거급여, 교육급여 수급자는 참여 가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자(수행기관 직장가입자는 참여 가능) - 장기요양보험 등급판정자(1~5등급)5.참여자선발 : ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부(3개월 이내)7.신청장소 : 광주시니어클럽8.기타사항 : 문의전화 031-769-9129",11,11일/4시간,,"441,320",이나희,031-769-9129
광주시니어클럽,광주시니어클럽,경기도/광주시,카드배송사업단,공동체사업단,10,1,2025-01-01 ~ 2025-12-31,,"공동체사업1.근무시간 : 일 3시간 / 주 2-3회 / 월 60시간 이내2.급  여 : 건별지급3.신청자격 : 만 60세 이상 광주시 지역 내 어르신4.신청제외자 - 국민기초생활보장법에 의한 생계급여수급자 (의료급여, 주거급여, 교육급여 수급자는 참여 가능) - 등록일 ㅣ 2025-04-25 정부지원일자리",10,12일/3시간,,"386,800",한국인,070-4335-3537
대한노인회 경기 구리시지회,대한노인회 경기 구리시지회,경기도/구리시,경로당 식사도우미 지원사업,노인역량활용사업,100,83,2025-02-01 ~ 2025-12-31,,,100,22일/3시간,15,"761,040",우나연,031-562-2495
대한노인회 경기 구리시지회,대한노인회 경기 구리시지회,경기도/구리시,경로당 식사도우미 지원사업,노인역량활용사업,100,83,2025-02-01 ~ 2025-12-31,,,100,22일/3시간,15,"761,040",우나연,031-562-2495
판교노인종합복지관,판교노인종합복지관,경기도/성남시,지역환경지킴이,노인공익활동사업,35,35,2024-12-02 ~ 2025-11-30,,,35,10일/3시간,30,"290,000",이상민,031-620-2875
성남시니어클럽,성남시니어클럽,경기도/성남시,보행로정보수집전문가 사업단,노인역량활용사업,40,40,2024-11-18 ~ 2025-11-30,2층 성남시니어클럽,"◎근무 내용 : 참여자는 2인 1조로 업무를 수행하며, 보행로 및 보행로와 인접한 건물의 출입구· 진입로·지하철 역사 인근·공공 및 장애인 화장실·보행로 내 장애물 등을 촬영하고 이를 모바일 앱인 ‘로드스캐너’에 업로드하는 활동을 수행함.◎근무 기간 : 2025. 02. 01.~2025. 11. 30. (10개월)◎근무 시간 : 주 5회, 일 3시간 (총 60시간)◎활동보수 : 월 761,040원(세전 금액, 기본급 634,200원 + 주휴수당 126,840원)◎접수기간 : 2024. 11. 18.(월)~◎구비서류 : 주민등록 등본 1부, 통장(농협) 사본 1부◎접수장소 : 수정노인종합복지관 ""본관 3층 성남시니어클럽 사무실""◎문의전화 : 성남시니어클럽 031-735-6333※ 노인 일자리 및 사회활동 지원사업 신청 제외자① 생계급여 수급자(의료급여, 교육급여, 주거급여 수급자는 신청 가능)② 국민건강보험 직장가입자③ 장기요양보험 등급 판정자 1~5등급, 인지지원등급(인지지원등급자의 경우 전문의의 활동 가능 진단서 첨부 시에 한해 신청 가능)④ 노인 일자리 및 사회활동 지원사업 내 중복참여 불가⑤ 국내 거주자 중 외국민인 자",40,22일/3시간,15,"761,040",이창민,031-735-6333
판교노인종합복지관,판교노인종합복지관,경기도/성남시,판교꿈나눔지원단,노인공익활동사업,22,21,2024-12-02 ~ 2025-11-30,,,22,10일/3시간,30,"290,000",이상민,031-620-2875
성남시니어클럽,성남시니어클럽,경기도/성남시,폐건전지수거사업단,노인공익활동사업,20,19,2024-11-27 ~ 2025-11-28,2층 성남시니어클럽,◎모집분야: 폐건전지수거사업단(11개월) ◎모집기간: 2024. 11. 27(수) ~ 2025. 11. 28(금) ◎참여대상: 성남시 거주하시는 65세 이상 기초연금수급자 및 직연연금수급자(배우자 포함) ◎참여방법: 신청(성남시니어클럽 내방)→선발→교육→참여 ◎활동조건 등록일 ㅣ 2024-11-15 정부지원일자리,20,10일/3시간,30,"290,000",김종헌,031-739-2991
판교노인종합복지관,판교노인종합복지관,경기도/성남시,지하철안내도우미,노인공익활동사업,42,40,2024-12-02 ~ 2025-11-30,,,42,10일/3시간,30,"290,000",이상민,031-620-2875
성남시니어클럽,성남시니어클럽,경기도/성남시,노노케어,노인공익활동사업,186,186,2024-11-27 ~ 2025-11-28,2층 성남시니어클럽,◎모집분야: 노노케어(11개월) ◎모집기간: 2024. 11. 27(수) ~ 2025. 11. 28(금) ◎참여대상: 성남시 거주하시는 65세 이상 기초연금수급자 및 직연연금수급자(배우자 포함) ◎참여방법: 신청(성남시니어클럽 내방)→선발→교육→참여 ◎활동조건: 하루  등록일 ㅣ 2024-11-15 정부지원일자리,186,10일/3시간,30,"290,000",김종헌,031-739-2991
판교노인종합복지관,판교노인종합복지관,경기도/성남시,사랑나눔도시락배달,노인공익활동사업,20,19,2024-12-02 ~ 2025-11-30,,,20,10일/3시간,30,"290,000",이상민,031-620-2875
성남시니어클럽,성남시니어클럽,경기도/성남시,"카페 쉼표(,)",공동체사업단,14,9,2025-04-01 ~ 2025-12-31,2층 성남시니어클럽,"○ 대 상 : 성남시 거주 만 60세 이상 어르신○ 근무내용 : 카페 매장 운영(음료 및 식품류 제조, 고객 응대, 매장 환경 정리 등 매장 운영 관련 업무 일체)○ 근무시간 : 주 3-4회(월 12회) / 일 4시간 근무○ 보수수준 : 월 평균 40만원~50만원○ 구비서류 : 주민등록등본 1부 등록일 ㅣ 2025-04-11 정부지원일자리",14,12일/4시간,,"481,440",이윤진,031-735-6333
성남시니어클럽,성남시니어클럽,경기도/성남시,공동작업장,공동체사업단,190,180,2024-11-18 ~ 2025-09-30,2층 성남시니어클럽,"『성남시니어클럽 공동작업장』에서 함께 하실 어르신을 모집합니다.* 대      상 : 성남시 거주 만 60세 이상 어르신* 활동내용 : 기업체 수주 물품(쇼핑백) 생산 및 포장, 납품* 활동시간 : 주 2회 , 일 3시간 , 월 평균 7-8회* 활동보수 : 월 평균 24만원 내외 / 시급 10,030원* 접수기간 : 2024.11.19(화)~* 구비서류 : 사진1장, 주민등록등본 1부, 농협통장 (급여 통장으로 사용)* 문의전화 : 성남시니어클럽 031-735-6333",190,8일/3시간,,"218,150",이운,031-739-2992
성남시니어클럽,성남시니어클럽,경기도/성남시,체험학습사업단,공동체사업단,10,9,2024-11-25 ~ 2025-11-30,2층 성남시니어클럽,"* 공동체사업단 참여자 모집1. 활동시간 : 주 2회(일 4시간) / 월 32시간2. 활 동 비 : 월 평균 31만원 내외3. 신청자격 : 만 60세 이상4. 신청제외자 : - 국민기초생활보장법에 의한 생계급여 수급자   (국가유공자, 북한이탈주민 등의 사유로 인한 의료급여 1종은 참여가능) - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급5. 참여자선발 : 개별 상담을 통해 참여자 선발기준표를 작성하여 고득점자 순으로 통합 선발6. 준비서류 : 주민등록등본 1부, 관련자격증 사본7. 신청장소 : 성남시니어클럽 사무실(수정노인종합복지관 본관 3층)",10,8일/4시간,,"320,960",이윤진,031-735-6333
